AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR
20+|0.0|0.1|0.0|Benign/Borderline|47|122354244|Female|Choroid plexus|2015
20+|~|~|~|Malignant|~|122354244|Female|Choroid plexus|2015
20+|0.0|0.0|0.0|Benign/Borderline|43|123412348|Female|Choroid plexus|2016
20+|~|~|~|Malignant|~|123412348|Female|Choroid plexus|2016
20+|0.0|0.0|0.0|Benign/Borderline|43|124381798|Female|Choroid plexus|2017
20+|~|~|~|Malignant|~|124381798|Female|Choroid plexus|2017
20+|0.0|0.1|0.0|Benign/Borderline|60|125251791|Female|Choroid plexus|2018
20+|~|~|~|Malignant|~|125251791|Female|Choroid plexus|2018
20+|0.0|0.0|0.0|Benign/Borderline|252|633928705|Female|Choroid plexus|2018-2022
20+|~|~|~|Malignant|~|633928705|Female|Choroid plexus|2018-2022
20+|0.0|0.1|0.0|Benign/Borderline|53|126069751|Female|Choroid plexus|2019
20+|~|~|~|Malignant|~|126069751|Female|Choroid plexus|2019
20+|0.0|0.1|0.0|Benign/Borderline|46|126826793|Female|Choroid plexus|2020
20+|~|~|~|Malignant|~|126826793|Female|Choroid plexus|2020
20+|0.0|0.0|0.0|Benign/Borderline|44|127478443|Female|Choroid plexus|2021
20+|~|~|~|Malignant|~|127478443|Female|Choroid plexus|2021
20+|0.0|0.1|0.0|Benign/Borderline|49|128301927|Female|Choroid plexus|2022
20+|~|~|~|Malignant|~|128301927|Female|Choroid plexus|2022
20+|0.2|0.2|0.2|Benign/Borderline|208|109112165|Female|Craniopharyngioma|2004
20+|~|~|~|Malignant|~|109112165|Female|Craniopharyngioma|2004
20+|0.1|0.2|0.2|Benign/Borderline|186|110320645|Female|Craniopharyngioma|2005
20+|~|~|~|Malignant|~|110320645|Female|Craniopharyngioma|2005
20+|0.2|0.2|0.2|Benign/Borderline|208|111567226|Female|Craniopharyngioma|2006
20+|~|~|~|Malignant|~|111567226|Female|Craniopharyngioma|2006
20+|0.2|0.2|0.2|Benign/Borderline|222|112783993|Female|Craniopharyngioma|2007
20+|~|~|~|Malignant|~|112783993|Female|Craniopharyngioma|2007
20+|0.2|0.2|0.2|Benign/Borderline|228|114027722|Female|Craniopharyngioma|2008
20+|~|~|~|Malignant|~|114027722|Female|Craniopharyngioma|2008
20+|0.2|0.2|0.2|Benign/Borderline|233|115293599|Female|Craniopharyngioma|2009
20+|~|~|~|Malignant|~|115293599|Female|Craniopharyngioma|2009
20+|0.2|0.2|0.2|Benign/Borderline|243|116601739|Female|Craniopharyngioma|2010
20+|~|~|~|Malignant|~|116601739|Female|Craniopharyngioma|2010
20+|0.2|0.2|0.2|Benign/Borderline|222|117835225|Female|Craniopharyngioma|2011
20+|~|~|~|Malignant|~|117835225|Female|Craniopharyngioma|2011
20+|0.2|0.2|0.2|Benign/Borderline|229|119037075|Female|Craniopharyngioma|2012
20+|~|~|~|Malignant|~|119037075|Female|Craniopharyngioma|2012
20+|0.2|0.2|0.2|Benign/Borderline|247|120135849|Female|Craniopharyngioma|2013
20+|~|~|~|Malignant|~|120135849|Female|Craniopharyngioma|2013
20+|0.2|0.2|0.2|Benign/Borderline|228|121272811|Female|Craniopharyngioma|2014
20+|~|~|~|Malignant|~|121272811|Female|Craniopharyngioma|2014
20+|0.2|0.2|0.2|Benign/Borderline|243|122354244|Female|Craniopharyngioma|2015
20+|~|~|~|Malignant|~|122354244|Female|Craniopharyngioma|2015
20+|0.2|0.2|0.2|Benign/Borderline|233|123412348|Female|Craniopharyngioma|2016
20+|~|~|~|Malignant|~|123412348|Female|Craniopharyngioma|2016
20+|0.2|0.2|0.2|Benign/Borderline|251|124381798|Female|Craniopharyngioma|2017
20+|~|~|~|Malignant|~|124381798|Female|Craniopharyngioma|2017
20+|0.2|0.2|0.2|Benign/Borderline|247|125251791|Female|Craniopharyngioma|2018
20+|~|~|~|Malignant|~|125251791|Female|Craniopharyngioma|2018
20+|0.2|0.2|0.2|Benign/Borderline|1154|633928705|Female|Craniopharyngioma|2018-2022
20+|~|~|~|Malignant|~|633928705|Female|Craniopharyngioma|2018-2022
20+|0.2|0.2|0.2|Benign/Borderline|239|126069751|Female|Craniopharyngioma|2019
20+|~|~|~|Malignant|~|126069751|Female|Craniopharyngioma|2019
20+|0.1|0.2|0.2|Benign/Borderline|222|126826793|Female|Craniopharyngioma|2020
20+|~|~|~|Malignant|~|126826793|Female|Craniopharyngioma|2020
20+|0.1|0.2|0.2|Benign/Borderline|214|127478443|Female|Craniopharyngioma|2021
20+|~|~|~|Malignant|~|127478443|Female|Craniopharyngioma|2021
20+|0.1|0.2|0.2|Benign/Borderline|232|128301927|Female|Craniopharyngioma|2022
20+|~|~|~|Malignant|~|128301927|Female|Craniopharyngioma|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|Diffuse astrocytoma|2004
20+|0.1|0.1|0.1|Malignant|114|109112165|Female|Diffuse astrocytoma|2004
20+|~|~|~|Benign/Borderline|~|110320645|Female|Diffuse astrocytoma|2005
20+|0.1|0.1|0.1|Malignant|132|110320645|Female|Diffuse astrocytoma|2005
20+|~|~|~|Benign/Borderline|~|111567226|Female|Diffuse astrocytoma|2006
20+|0.1|0.1|0.1|Malignant|94|111567226|Female|Diffuse astrocytoma|2006
20+|~|~|~|Benign/Borderline|~|112783993|Female|Diffuse astrocytoma|2007
20+|0.1|0.1|0.1|Malignant|133|112783993|Female|Diffuse astrocytoma|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|Diffuse astrocytoma|2008
20+|0.1|0.1|0.1|Malignant|130|114027722|Female|Diffuse astrocytoma|2008
20+|~|~|~|Benign/Borderline|~|115293599|Female|Diffuse astrocytoma|2009
20+|0.1|0.2|0.1|Malignant|161|115293599|Female|Diffuse astrocytoma|2009
20+|~|~|~|Benign/Borderline|~|116601739|Female|Diffuse astrocytoma|2010
20+|0.1|0.2|0.1|Malignant|164|116601739|Female|Diffuse astrocytoma|2010
20+|~|~|~|Benign/Borderline|~|117835225|Female|Diffuse astrocytoma|2011
20+|0.1|0.1|0.1|Malignant|114|117835225|Female|Diffuse astrocytoma|2011
20+|~|~|~|Benign/Borderline|~|119037075|Female|Diffuse astrocytoma|2012
20+|0.1|0.1|0.1|Malignant|94|119037075|Female|Diffuse astrocytoma|2012
20+|~|~|~|Benign/Borderline|~|120135849|Female|Diffuse astrocytoma|2013
20+|0.0|0.1|0.1|Malignant|71|120135849|Female|Diffuse astrocytoma|2013
20+|~|~|~|Benign/Borderline|~|121272811|Female|Diffuse astrocytoma|2014
20+|0.0|0.1|0.0|Malignant|63|121272811|Female|Diffuse astrocytoma|2014
20+|~|~|~|Benign/Borderline|~|122354244|Female|Diffuse astrocytoma|2015
20+|0.0|0.0|0.0|Malignant|35|122354244|Female|Diffuse astrocytoma|2015
20+|~|~|~|Benign/Borderline|~|123412348|Female|Diffuse astrocytoma|2016
20+|~|~|~|Malignant|~|123412348|Female|Diffuse astrocytoma|2016
20+|~|~|~|Benign/Borderline|~|124381798|Female|Diffuse astrocytoma|2017
20+|~|~|~|Malignant|~|124381798|Female|Diffuse astrocytoma|2017
20+|~|~|~|Benign/Borderline|~|125251791|Female|Diffuse astrocytoma|2018
20+|~|~|~|Malignant|~|125251791|Female|Diffuse astrocytoma|2018
20+|~|~|~|Benign/Borderline|~|633928705|Female|Diffuse astrocytoma|2018-2022
20+|0.0|0.0|0.0|Malignant|23|633928705|Female|Diffuse astrocytoma|2018-2022
20+|~|~|~|Benign/Borderline|~|126069751|Female|Diffuse astrocytoma|2019
20+|~|~|~|Malignant|~|126069751|Female|Diffuse astrocytoma|2019
20+|~|~|~|Benign/Borderline|~|126826793|Female|Diffuse astrocytoma|2020
20+|~|~|~|Malignant|~|126826793|Female|Diffuse astrocytoma|2020
20+|~|~|~|Benign/Borderline|~|127478443|Female|Diffuse astrocytoma|2021
20+|~|~|~|Malignant|~|127478443|Female|Diffuse astrocytoma|2021
20+|~|~|~|Benign/Borderline|~|128301927|Female|Diffuse astrocytoma|2022
20+|~|~|~|Malignant|~|128301927|Female|Diffuse astrocytoma|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|Embryonal/primitive/medulloblastoma|2004
20+|0.1|0.1|0.1|Malignant|69|109112165|Female|Embryonal/primitive/medulloblastoma|2004
20+|~|~|~|Benign/Borderline|~|110320645|Female|Embryonal/primitive/medulloblastoma|2005
20+|0.1|0.1|0.1|Malignant|83|110320645|Female|Embryonal/primitive/medulloblastoma|2005
20+|~|~|~|Benign/Borderline|~|111567226|Female|Embryonal/primitive/medulloblastoma|2006
20+|0.1|0.1|0.1|Malignant|74|111567226|Female|Embryonal/primitive/medulloblastoma|2006
20+|~|~|~|Benign/Borderline|~|112783993|Female|Embryonal/primitive/medulloblastoma|2007
20+|0.1|0.1|0.1|Malignant|93|112783993|Female|Embryonal/primitive/medulloblastoma|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|Embryonal/primitive/medulloblastoma|2008
20+|0.1|0.1|0.1|Malignant|90|114027722|Female|Embryonal/primitive/medulloblastoma|2008
20+|~|~|~|Benign/Borderline|~|115293599|Female|Embryonal/primitive/medulloblastoma|2009
20+|0.1|0.1|0.1|Malignant|102|115293599|Female|Embryonal/primitive/medulloblastoma|2009
20+|~|~|~|Benign/Borderline|~|116601739|Female|Embryonal/primitive/medulloblastoma|2010
20+|0.1|0.1|0.1|Malignant|73|116601739|Female|Embryonal/primitive/medulloblastoma|2010
20+|~|~|~|Benign/Borderline|~|117835225|Female|Embryonal/primitive/medulloblastoma|2011
20+|0.0|0.1|0.1|Malignant|70|117835225|Female|Embryonal/primitive/medulloblastoma|2011
20+|~|~|~|Benign/Borderline|~|119037075|Female|Embryonal/primitive/medulloblastoma|2012
20+|0.1|0.1|0.1|Malignant|80|119037075|Female|Embryonal/primitive/medulloblastoma|2012
20+|~|~|~|Benign/Borderline|~|120135849|Female|Embryonal/primitive/medulloblastoma|2013
20+|0.1|0.1|0.1|Malignant|91|120135849|Female|Embryonal/primitive/medulloblastoma|2013
20+|~|~|~|Benign/Borderline|~|121272811|Female|Embryonal/primitive/medulloblastoma|2014
20+|0.1|0.1|0.1|Malignant|75|121272811|Female|Embryonal/primitive/medulloblastoma|2014
20+|~|~|~|Benign/Borderline|~|122354244|Female|Embryonal/primitive/medulloblastoma|2015
20+|0.0|0.1|0.1|Malignant|68|122354244|Female|Embryonal/primitive/medulloblastoma|2015
20+|~|~|~|Benign/Borderline|~|123412348|Female|Embryonal/primitive/medulloblastoma|2016
20+|0.0|0.1|0.1|Malignant|63|123412348|Female|Embryonal/primitive/medulloblastoma|2016
20+|~|~|~|Benign/Borderline|~|124381798|Female|Embryonal/primitive/medulloblastoma|2017
20+|0.0|0.1|0.1|Malignant|62|124381798|Female|Embryonal/primitive/medulloblastoma|2017
20+|~|~|~|Benign/Borderline|~|125251791|Female|Embryonal/primitive/medulloblastoma|2018
20+|0.0|0.1|0.0|Malignant|57|125251791|Female|Embryonal/primitive/medulloblastoma|2018
20+|~|~|~|Benign/Borderline|~|633928705|Female|Embryonal/primitive/medulloblastoma|2018-2022
20+|0.0|0.1|0.1|Malignant|288|633928705|Female|Embryonal/primitive/medulloblastoma|2018-2022
20+|~|~|~|Benign/Borderline|~|126069751|Female|Embryonal/primitive/medulloblastoma|2019
20+|0.0|0.1|0.1|Malignant|61|126069751|Female|Embryonal/primitive/medulloblastoma|2019
20+|~|~|~|Benign/Borderline|~|126826793|Female|Embryonal/primitive/medulloblastoma|2020
20+|0.0|0.1|0.1|Malignant|58|126826793|Female|Embryonal/primitive/medulloblastoma|2020
20+|~|~|~|Benign/Borderline|~|127478443|Female|Embryonal/primitive/medulloblastoma|2021
20+|0.0|0.1|0.1|Malignant|62|127478443|Female|Embryonal/primitive/medulloblastoma|2021
20+|~|~|~|Benign/Borderline|~|128301927|Female|Embryonal/primitive/medulloblastoma|2022
20+|0.0|0.1|0.0|Malignant|50|128301927|Female|Embryonal/primitive/medulloblastoma|2022
20+|0.1|0.1|0.1|Benign/Borderline|107|109112165|Female|Ependymoma variants|2004
20+|~|~|~|Malignant|~|109112165|Female|Ependymoma variants|2004
20+|0.1|0.1|0.1|Benign/Borderline|117|110320645|Female|Ependymoma variants|2005
20+|~|~|~|Malignant|~|110320645|Female|Ependymoma variants|2005
20+|0.1|0.2|0.1|Benign/Borderline|149|111567226|Female|Ependymoma variants|2006
20+|~|~|~|Malignant|~|111567226|Female|Ependymoma variants|2006
20+|0.1|0.1|0.1|Benign/Borderline|114|112783993|Female|Ependymoma variants|2007
20+|~|~|~|Malignant|~|112783993|Female|Ependymoma variants|2007
20+|0.1|0.1|0.1|Benign/Borderline|110|114027722|Female|Ependymoma variants|2008
20+|~|~|~|Malignant|~|114027722|Female|Ependymoma variants|2008
20+|0.1|0.1|0.1|Benign/Borderline|113|115293599|Female|Ependymoma variants|2009
20+|~|~|~|Malignant|~|115293599|Female|Ependymoma variants|2009
20+|0.1|0.1|0.1|Benign/Borderline|124|116601739|Female|Ependymoma variants|2010
20+|~|~|~|Malignant|~|116601739|Female|Ependymoma variants|2010
20+|0.1|0.1|0.1|Benign/Borderline|122|117835225|Female|Ependymoma variants|2011
20+|~|~|~|Malignant|~|117835225|Female|Ependymoma variants|2011
20+|0.1|0.1|0.1|Benign/Borderline|130|119037075|Female|Ependymoma variants|2012
20+|~|~|~|Malignant|~|119037075|Female|Ependymoma variants|2012
20+|0.1|0.1|0.1|Benign/Borderline|117|120135849|Female|Ependymoma variants|2013
20+|~|~|~|Malignant|~|120135849|Female|Ependymoma variants|2013
20+|0.1|0.1|0.1|Benign/Borderline|132|121272811|Female|Ependymoma variants|2014
20+|~|~|~|Malignant|~|121272811|Female|Ependymoma variants|2014
20+|0.1|0.1|0.1|Benign/Borderline|136|122354244|Female|Ependymoma variants|2015
20+|~|~|~|Malignant|~|122354244|Female|Ependymoma variants|2015
20+|0.1|0.1|0.1|Benign/Borderline|126|123412348|Female|Ependymoma variants|2016
20+|~|~|~|Malignant|~|123412348|Female|Ependymoma variants|2016
20+|0.1|0.1|0.1|Benign/Borderline|119|124381798|Female|Ependymoma variants|2017
20+|~|~|~|Malignant|~|124381798|Female|Ependymoma variants|2017
20+|0.1|0.1|0.1|Benign/Borderline|116|125251791|Female|Ependymoma variants|2018
20+|~|~|~|Malignant|~|125251791|Female|Ependymoma variants|2018
20+|0.1|0.1|0.1|Benign/Borderline|589|633928705|Female|Ependymoma variants|2018-2022
20+|~|~|~|Malignant|~|633928705|Female|Ependymoma variants|2018-2022
20+|0.1|0.1|0.1|Benign/Borderline|108|126069751|Female|Ependymoma variants|2019
20+|~|~|~|Malignant|~|126069751|Female|Ependymoma variants|2019
20+|0.1|0.1|0.1|Benign/Borderline|124|126826793|Female|Ependymoma variants|2020
20+|~|~|~|Malignant|~|126826793|Female|Ependymoma variants|2020
20+|0.1|0.1|0.1|Benign/Borderline|133|127478443|Female|Ependymoma variants|2021
20+|~|~|~|Malignant|~|127478443|Female|Ependymoma variants|2021
20+|0.1|0.1|0.1|Benign/Borderline|108|128301927|Female|Ependymoma variants|2022
20+|~|~|~|Malignant|~|128301927|Female|Ependymoma variants|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|Ependymoma/anaplastic ependymoma|2004
20+|0.2|0.3|0.3|Malignant|294|109112165|Female|Ependymoma/anaplastic ependymoma|2004
20+|~|~|~|Benign/Borderline|~|110320645|Female|Ependymoma/anaplastic ependymoma|2005
20+|0.2|0.3|0.3|Malignant|305|110320645|Female|Ependymoma/anaplastic ependymoma|2005
20+|~|~|~|Benign/Borderline|~|111567226|Female|Ependymoma/anaplastic ependymoma|2006
20+|0.2|0.3|0.3|Malignant|294|111567226|Female|Ependymoma/anaplastic ependymoma|2006
20+|~|~|~|Benign/Borderline|~|112783993|Female|Ependymoma/anaplastic ependymoma|2007
20+|0.2|0.3|0.3|Malignant|299|112783993|Female|Ependymoma/anaplastic ependymoma|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|Ependymoma/anaplastic ependymoma|2008
20+|0.2|0.3|0.3|Malignant|316|114027722|Female|Ependymoma/anaplastic ependymoma|2008
20+|~|~|~|Benign/Borderline|~|115293599|Female|Ependymoma/anaplastic ependymoma|2009
20+|0.3|0.3|0.3|Malignant|346|115293599|Female|Ependymoma/anaplastic ependymoma|2009
20+|~|~|~|Benign/Borderline|~|116601739|Female|Ependymoma/anaplastic ependymoma|2010
20+|0.2|0.3|0.3|Malignant|297|116601739|Female|Ependymoma/anaplastic ependymoma|2010
20+|~|~|~|Benign/Borderline|~|117835225|Female|Ependymoma/anaplastic ependymoma|2011
20+|0.2|0.3|0.3|Malignant|302|117835225|Female|Ependymoma/anaplastic ependymoma|2011
20+|~|~|~|Benign/Borderline|~|119037075|Female|Ependymoma/anaplastic ependymoma|2012
20+|0.2|0.3|0.3|Malignant|305|119037075|Female|Ependymoma/anaplastic ependymoma|2012
20+|~|~|~|Benign/Borderline|~|120135849|Female|Ependymoma/anaplastic ependymoma|2013
20+|0.2|0.3|0.2|Malignant|279|120135849|Female|Ependymoma/anaplastic ependymoma|2013
20+|~|~|~|Benign/Borderline|~|121272811|Female|Ependymoma/anaplastic ependymoma|2014
20+|0.2|0.2|0.2|Malignant|249|121272811|Female|Ependymoma/anaplastic ependymoma|2014
20+|~|~|~|Benign/Borderline|~|122354244|Female|Ependymoma/anaplastic ependymoma|2015
20+|0.2|0.3|0.2|Malignant|277|122354244|Female|Ependymoma/anaplastic ependymoma|2015
20+|~|~|~|Benign/Borderline|~|123412348|Female|Ependymoma/anaplastic ependymoma|2016
20+|0.2|0.3|0.2|Malignant|278|123412348|Female|Ependymoma/anaplastic ependymoma|2016
20+|~|~|~|Benign/Borderline|~|124381798|Female|Ependymoma/anaplastic ependymoma|2017
20+|0.2|0.3|0.2|Malignant|295|124381798|Female|Ependymoma/anaplastic ependymoma|2017
20+|~|~|~|Benign/Borderline|~|125251791|Female|Ependymoma/anaplastic ependymoma|2018
20+|0.2|0.2|0.2|Malignant|244|125251791|Female|Ependymoma/anaplastic ependymoma|2018
20+|0.0|0.0|0.0|Benign/Borderline|60|633928705|Female|Ependymoma/anaplastic ependymoma|2018-2022
20+|0.2|0.2|0.2|Malignant|1213|633928705|Female|Ependymoma/anaplastic ependymoma|2018-2022
20+|~|~|~|Benign/Borderline|~|126069751|Female|Ependymoma/anaplastic ependymoma|2019
20+|0.2|0.2|0.2|Malignant|255|126069751|Female|Ependymoma/anaplastic ependymoma|2019
20+|~|~|~|Benign/Borderline|~|126826793|Female|Ependymoma/anaplastic ependymoma|2020
20+|0.2|0.2|0.2|Malignant|252|126826793|Female|Ependymoma/anaplastic ependymoma|2020
20+|~|~|~|Benign/Borderline|~|127478443|Female|Ependymoma/anaplastic ependymoma|2021
20+|0.2|0.2|0.2|Malignant|258|127478443|Female|Ependymoma/anaplastic ependymoma|2021
20+|~|~|~|Benign/Borderline|~|128301927|Female|Ependymoma/anaplastic ependymoma|2022
20+|0.1|0.2|0.2|Malignant|204|128301927|Female|Ependymoma/anaplastic ependymoma|2022
20+|0.0|0.0|0.0|Benign/Borderline|18|109112165|Female|Germ Cell Tumors|2004
20+|~|~|~|Malignant|~|109112165|Female|Germ Cell Tumors|2004
20+|0.0|0.0|0.0|Benign/Borderline|36|110320645|Female|Germ Cell Tumors|2005
20+|~|~|~|Malignant|~|110320645|Female|Germ Cell Tumors|2005
20+|0.0|0.0|0.0|Benign/Borderline|37|111567226|Female|Germ Cell Tumors|2006
20+|~|~|~|Malignant|~|111567226|Female|Germ Cell Tumors|2006
20+|0.0|0.0|0.0|Benign/Borderline|37|112783993|Female|Germ Cell Tumors|2007
20+|~|~|~|Malignant|~|112783993|Female|Germ Cell Tumors|2007
20+|0.0|0.0|0.0|Benign/Borderline|33|114027722|Female|Germ Cell Tumors|2008
20+|~|~|~|Malignant|~|114027722|Female|Germ Cell Tumors|2008
20+|0.0|0.1|0.0|Benign/Borderline|43|115293599|Female|Germ Cell Tumors|2009
20+|~|~|~|Malignant|~|115293599|Female|Germ Cell Tumors|2009
20+|0.0|0.0|0.0|Benign/Borderline|32|116601739|Female|Germ Cell Tumors|2010
20+|~|~|~|Malignant|~|116601739|Female|Germ Cell Tumors|2010
20+|0.0|0.0|0.0|Benign/Borderline|40|117835225|Female|Germ Cell Tumors|2011
20+|~|~|~|Malignant|~|117835225|Female|Germ Cell Tumors|2011
20+|0.0|0.0|0.0|Benign/Borderline|32|119037075|Female|Germ Cell Tumors|2012
20+|~|~|~|Malignant|~|119037075|Female|Germ Cell Tumors|2012
20+|0.0|0.0|0.0|Benign/Borderline|27|120135849|Female|Germ Cell Tumors|2013
20+|~|~|~|Malignant|~|120135849|Female|Germ Cell Tumors|2013
20+|0.0|0.0|0.0|Benign/Borderline|32|121272811|Female|Germ Cell Tumors|2014
20+|~|~|~|Malignant|~|121272811|Female|Germ Cell Tumors|2014
20+|0.0|0.0|0.0|Benign/Borderline|33|122354244|Female|Germ Cell Tumors|2015
20+|~|~|~|Malignant|~|122354244|Female|Germ Cell Tumors|2015
20+|0.0|0.0|0.0|Benign/Borderline|33|123412348|Female|Germ Cell Tumors|2016
20+|~|~|~|Malignant|~|123412348|Female|Germ Cell Tumors|2016
20+|0.0|0.0|0.0|Benign/Borderline|25|124381798|Female|Germ Cell Tumors|2017
20+|~|~|~|Malignant|~|124381798|Female|Germ Cell Tumors|2017
20+|0.0|0.0|0.0|Benign/Borderline|20|125251791|Female|Germ Cell Tumors|2018
20+|~|~|~|Malignant|~|125251791|Female|Germ Cell Tumors|2018
20+|0.0|0.0|0.0|Benign/Borderline|134|633928705|Female|Germ Cell Tumors|2018-2022
20+|0.0|0.0|0.0|Malignant|37|633928705|Female|Germ Cell Tumors|2018-2022
20+|0.0|0.0|0.0|Benign/Borderline|43|126069751|Female|Germ Cell Tumors|2019
20+|~|~|~|Malignant|~|126069751|Female|Germ Cell Tumors|2019
20+|0.0|0.0|0.0|Benign/Borderline|23|126826793|Female|Germ Cell Tumors|2020
20+|~|~|~|Malignant|~|126826793|Female|Germ Cell Tumors|2020
20+|0.0|0.0|0.0|Benign/Borderline|27|127478443|Female|Germ Cell Tumors|2021
20+|~|~|~|Malignant|~|127478443|Female|Germ Cell Tumors|2021
20+|0.0|0.0|0.0|Benign/Borderline|21|128301927|Female|Germ Cell Tumors|2022
20+|~|~|~|Malignant|~|128301927|Female|Germ Cell Tumors|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|Glioblastoma|2004
20+|3.4|3.6|3.5|Malignant|4107|109112165|Female|Glioblastoma|2004
20+|~|~|~|Benign/Borderline|~|110320645|Female|Glioblastoma|2005
20+|3.4|3.6|3.5|Malignant|4160|110320645|Female|Glioblastoma|2005
20+|~|~|~|Benign/Borderline|~|111567226|Female|Glioblastoma|2006
20+|3.4|3.7|3.6|Malignant|4285|111567226|Female|Glioblastoma|2006
20+|~|~|~|Benign/Borderline|~|112783993|Female|Glioblastoma|2007
20+|3.5|3.7|3.6|Malignant|4375|112783993|Female|Glioblastoma|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|Glioblastoma|2008
20+|3.4|3.6|3.5|Malignant|4403|114027722|Female|Glioblastoma|2008
20+|~|~|~|Benign/Borderline|~|115293599|Female|Glioblastoma|2009
