AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR
0.2|0.5|0.3|29|IIe Unspecified lymphomas|82005260|0-19|All Races|Male and Female|2005
8.5|9.8|9.1|748|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|82005260|0-19|All Races|Male and Female|2005
8.2|9.5|8.9|729|IVa Neuroblastoma and ganglioneuroblastoma|82005260|0-19|All Races|Male and Female|2005
0.1|0.4|0.2|19|IVb Other peripheral nervous cell tumors|82005260|0-19|All Races|Male and Female|2005
11.5|13.0|12.2|1008|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|82005260|0-19|All Races|Male and Female|2005
4.3|5.2|4.7|387|IXa Rhabdomyosarcomas|82005260|0-19|All Races|Male and Female|2005
1.2|1.7|1.4|118|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|82005260|0-19|All Races|Male and Female|2005
~|~|~|~|IXc Kaposi sarcoma|82005260|0-19|All Races|Male and Female|2005
4.4|5.4|4.9|408|IXd Other specified soft tissue sarcomas|82005260|0-19|All Races|Male and Female|2005
0.9|1.4|1.1|91|IXe Unspecified soft tissue sarcomas|82005260|0-19|All Races|Male and Female|2005
30.7|33.2|32.0|2606|Ia Lymphoid leukemias|82005260|0-19|All Races|Male and Female|2005
7.0|8.2|7.6|629|Ib Acute myeloid leukemias|82005260|0-19|All Races|Male and Female|2005
1.8|2.4|2.1|174|Ic Chronic myeloproliferative diseases|82005260|0-19|All Races|Male and Female|2005
1.3|1.9|1.6|131|Id Myelodysplastic syndrome and other myeloproliferative diseases|82005260|0-19|All Races|Male and Female|2005
1.0|1.5|1.2|99|Ie Unspecified and other specified leukemias|82005260|0-19|All Races|Male and Female|2005
0.3|0.6|0.5|38|Not classified by ICCC|82005260|0-19|All Races|Male and Female|2005
2.6|3.3|2.9|243|V RETINOBLASTOMA|82005260|0-19|All Races|Male and Female|2005
6.1|7.3|6.7|546|VI RENAL TUMORS|82005260|0-19|All Races|Male and Female|2005
1.8|2.5|2.2|178|VII HEPATIC TUMORS|82005260|0-19|All Races|Male and Female|2005
8.2|9.5|8.8|734|VIII MALIGNANT BONE TUMORS|82005260|0-19|All Races|Male and Female|2005
4.5|5.5|5.0|417|VIIIa Osteosarcomas|82005260|0-19|All Races|Male and Female|2005
0.2|0.4|0.3|24|VIIIb Chondrosarcomas|82005260|0-19|All Races|Male and Female|2005
2.5|3.3|2.9|240|VIIIc Ewing tumor and related sarcomas of bone|82005260|0-19|All Races|Male and Female|2005
0.3|0.6|0.4|37|VIIId Other specified malignant bone tumors|82005260|0-19|All Races|Male and Female|2005
0.1|0.3|0.2|16|VIIIe Unspecified malignant bone tumors|82005260|0-19|All Races|Male and Female|2005
1.3|1.9|1.6|129|VIIa Hepatoblastoma and mesenchymal tumors of liver|82005260|0-19|All Races|Male and Female|2005
0.4|0.7|0.6|47|VIIb Hepatic carcinomas|82005260|0-19|All Races|Male and Female|2005
~|~|~|~|VIIc Unspecified malignant hepatic tumors|82005260|0-19|All Races|Male and Female|2005
5.5|6.6|6.0|492|VIa Nephroblastoma and other non-epithelial renal tumors|82005260|0-19|All Races|Male and Female|2005
0.4|0.8|0.6|50|VIb Renal carcinomas|82005260|0-19|All Races|Male and Female|2005
~|~|~|~|VIc Unspecified malignant renal tumors|82005260|0-19|All Races|Male and Female|2005
10.7|12.2|11.4|963|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|82005260|0-19|All Races|Male and Female|2005
16.3|18.1|17.2|1453|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|82005260|0-19|All Races|Male and Female|2005
0.8|1.2|1.0|83|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|82005260|0-19|All Races|Male and Female|2005
0.4|0.7|0.5|41|XIIa Other specified malignant tumors|82005260|0-19|All Races|Male and Female|2005
0.4|0.7|0.5|42|XIIb Other unspecified malignant tumors|82005260|0-19|All Races|Male and Female|2005
~|~|~|~|XIa Adrenocortical carcinomas|82005260|0-19|All Races|Male and Female|2005
5.7|6.7|6.2|524|XIb Thyroid carcinomas|82005260|0-19|All Races|Male and Female|2005
0.3|0.5|0.4|33|XIc Nasopharyngeal carcinomas|82005260|0-19|All Races|Male and Female|2005
6.0|7.1|6.5|547|XId Malignant melanomas|82005260|0-19|All Races|Male and Female|2005
~|~|~|~|XIe Skin carcinomas|82005260|0-19|All Races|Male and Female|2005
3.5|4.4|3.9|330|XIf Other and unspecified carcinomas|82005260|0-19|All Races|Male and Female|2005
1.3|1.9|1.6|133|Xa Intracranial and intraspinal germ cell tumors|82005260|0-19|All Races|Male and Female|2005
1.4|1.9|1.6|135|Xb Malignant extracranial and extragonadal germ cell tumors|82005260|0-19|All Races|Male and Female|2005
6.9|8.1|7.5|635|Xc Malignant gonadal germ cell tumors|82005260|0-19|All Races|Male and Female|2005
0.3|0.5|0.4|32|Xd Gonadal carcinomas|82005260|0-19|All Races|Male and Female|2005
0.2|0.5|0.3|28|Xe Other and unspecified malignant gonadal tumors|82005260|0-19|All Races|Male and Female|2005
170.5|176.2|173.3|14388|All ICCC Groups Combined|82324418|0-19|All Races|Male and Female|2006
45.4|48.4|46.9|3854|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|82324418|0-19|All Races|Male and Female|2006
24.0|26.2|25.1|2106|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|82324418|0-19|All Races|Male and Female|2006
30.2|32.7|31.4|2575|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|82324418|0-19|All Races|Male and Female|2006
2.5|3.2|2.8|233|IIIa Ependymomas and choroid plexus tumor|82324418|0-19|All Races|Male and Female|2006
14.6|16.3|15.5|1270|IIIb Astrocytomas|82324418|0-19|All Races|Male and Female|2006
5.8|7.0|6.4|520|IIIc Intracranial and intraspinal embryonal tumors|82324418|0-19|All Races|Male and Female|2006
5.0|6.1|5.5|453|IIId Other gliomas|82324418|0-19|All Races|Male and Female|2006
0.4|0.8|0.6|48|IIIe Other specified intracranial and intraspinal neoplasms|82324418|0-19|All Races|Male and Female|2006
0.5|0.8|0.6|51|IIIf Unspecified intracranial and intraspinal neoplasms|82324418|0-19|All Races|Male and Female|2006
11.7|13.2|12.5|1056|IIa Hodgkin lymphomas|82324418|0-19|All Races|Male and Female|2006
8.1|9.4|8.7|729|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|82324418|0-19|All Races|Male and Female|2006
2.1|2.8|2.4|199|IIc Burkitt lymphoma|82324418|0-19|All Races|Male and Female|2006
1.0|1.5|1.2|98|IId Miscellaneous lymphoreticular neoplasms|82324418|0-19|All Races|Male and Female|2006
0.2|0.4|0.3|24|IIe Unspecified lymphomas|82324418|0-19|All Races|Male and Female|2006
7.3|8.5|7.9|652|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|82324418|0-19|All Races|Male and Female|2006
7.1|8.3|7.7|635|IVa Neuroblastoma and ganglioneuroblastoma|82324418|0-19|All Races|Male and Female|2006
0.1|0.3|0.2|17|IVb Other peripheral nervous cell tumors|82324418|0-19|All Races|Male and Female|2006
10.8|12.2|11.5|955|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|82324418|0-19|All Races|Male and Female|2006
3.9|4.9|4.4|360|IXa Rhabdomyosarcomas|82324418|0-19|All Races|Male and Female|2006
1.1|1.6|1.3|109|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|82324418|0-19|All Races|Male and Female|2006
~|~|~|~|IXc Kaposi sarcoma|82324418|0-19|All Races|Male and Female|2006
4.1|5.0|4.5|378|IXd Other specified soft tissue sarcomas|82324418|0-19|All Races|Male and Female|2006
1.0|1.5|1.2|103|IXe Unspecified soft tissue sarcomas|82324418|0-19|All Races|Male and Female|2006
32.0|34.5|33.2|2717|Ia Lymphoid leukemias|82324418|0-19|All Races|Male and Female|2006
7.7|9.0|8.3|694|Ib Acute myeloid leukemias|82324418|0-19|All Races|Male and Female|2006
2.1|2.8|2.5|206|Ic Chronic myeloproliferative diseases|82324418|0-19|All Races|Male and Female|2006
1.4|2.0|1.7|139|Id Myelodysplastic syndrome and other myeloproliferative diseases|82324418|0-19|All Races|Male and Female|2006
1.0|1.4|1.2|98|Ie Unspecified and other specified leukemias|82324418|0-19|All Races|Male and Female|2006
0.3|0.6|0.4|36|Not classified by ICCC|82324418|0-19|All Races|Male and Female|2006
2.7|3.5|3.1|254|V RETINOBLASTOMA|82324418|0-19|All Races|Male and Female|2006
6.1|7.3|6.7|548|VI RENAL TUMORS|82324418|0-19|All Races|Male and Female|2006
2.3|3.0|2.6|215|VII HEPATIC TUMORS|82324418|0-19|All Races|Male and Female|2006
8.7|10.0|9.3|776|VIII MALIGNANT BONE TUMORS|82324418|0-19|All Races|Male and Female|2006
4.9|5.9|5.4|449|VIIIa Osteosarcomas|82324418|0-19|All Races|Male and Female|2006
0.1|0.3|0.2|18|VIIIb Chondrosarcomas|82324418|0-19|All Races|Male and Female|2006
2.7|3.4|3.0|251|VIIIc Ewing tumor and related sarcomas of bone|82324418|0-19|All Races|Male and Female|2006
0.4|0.7|0.5|44|VIIId Other specified malignant bone tumors|82324418|0-19|All Races|Male and Female|2006
~|~|~|~|VIIIe Unspecified malignant bone tumors|82324418|0-19|All Races|Male and Female|2006
1.6|2.2|1.9|157|VIIa Hepatoblastoma and mesenchymal tumors of liver|82324418|0-19|All Races|Male and Female|2006
0.5|0.8|0.6|54|VIIb Hepatic carcinomas|82324418|0-19|All Races|Male and Female|2006
~|~|~|~|VIIc Unspecified malignant hepatic tumors|82324418|0-19|All Races|Male and Female|2006
5.4|6.5|5.9|482|VIa Nephroblastoma and other non-epithelial renal tumors|82324418|0-19|All Races|Male and Female|2006
0.5|0.9|0.7|60|VIb Renal carcinomas|82324418|0-19|All Races|Male and Female|2006
~|~|~|~|VIc Unspecified malignant renal tumors|82324418|0-19|All Races|Male and Female|2006
9.6|11.0|10.3|875|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|82324418|0-19|All Races|Male and Female|2006
16.4|18.1|17.2|1465|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|82324418|0-19|All Races|Male and Female|2006
0.7|1.2|0.9|77|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|82324418|0-19|All Races|Male and Female|2006
0.4|0.7|0.6|46|XIIa Other specified malignant tumors|82324418|0-19|All Races|Male and Female|2006
0.3|0.5|0.4|31|XIIb Other unspecified malignant tumors|82324418|0-19|All Races|Male and Female|2006
0.1|0.3|0.2|16|XIa Adrenocortical carcinomas|82324418|0-19|All Races|Male and Female|2006
6.3|7.4|6.8|580|XIb Thyroid carcinomas|82324418|0-19|All Races|Male and Female|2006
0.5|0.8|0.6|54|XIc Nasopharyngeal carcinomas|82324418|0-19|All Races|Male and Female|2006
4.9|5.9|5.4|461|XId Malignant melanomas|82324418|0-19|All Races|Male and Female|2006
~|~|~|~|XIe Skin carcinomas|82324418|0-19|All Races|Male and Female|2006
3.7|4.5|4.1|346|XIf Other and unspecified carcinomas|82324418|0-19|All Races|Male and Female|2006
1.3|1.8|1.5|127|Xa Intracranial and intraspinal germ cell tumors|82324418|0-19|All Races|Male and Female|2006
1.3|1.8|1.5|130|Xb Malignant extracranial and extragonadal germ cell tumors|82324418|0-19|All Races|Male and Female|2006
5.9|7.0|6.4|547|Xc Malignant gonadal germ cell tumors|82324418|0-19|All Races|Male and Female|2006
0.4|0.7|0.5|42|Xd Gonadal carcinomas|82324418|0-19|All Races|Male and Female|2006
0.2|0.5|0.3|29|Xe Other and unspecified malignant gonadal tumors|82324418|0-19|All Races|Male and Female|2006
174.4|180.1|177.2|14811|All ICCC Groups Combined|82749431|0-19|All Races|Male and Female|2007
45.7|48.7|47.2|3901|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|82749431|0-19|All Races|Male and Female|2007
23.9|26.1|25.0|2107|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|82749431|0-19|All Races|Male and Female|2007
30.9|33.4|32.2|2647|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|82749431|0-19|All Races|Male and Female|2007
2.2|2.9|2.5|210|IIIa Ependymomas and choroid plexus tumor|82749431|0-19|All Races|Male and Female|2007
15.4|17.2|16.3|1344|IIIb Astrocytomas|82749431|0-19|All Races|Male and Female|2007
5.9|7.0|6.4|527|IIIc Intracranial and intraspinal embryonal tumors|82749431|0-19|All Races|Male and Female|2007
5.3|6.3|5.8|472|IIId Other gliomas|82749431|0-19|All Races|Male and Female|2007
0.5|0.9|0.7|57|IIIe Other specified intracranial and intraspinal neoplasms|82749431|0-19|All Races|Male and Female|2007
0.3|0.6|0.4|37|IIIf Unspecified intracranial and intraspinal neoplasms|82749431|0-19|All Races|Male and Female|2007
11.4|12.9|12.1|1038|IIa Hodgkin lymphomas|82749431|0-19|All Races|Male and Female|2007
8.1|9.4|8.8|732|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|82749431|0-19|All Races|Male and Female|2007
2.3|3.0|2.6|213|IIc Burkitt lymphoma|82749431|0-19|All Races|Male and Female|2007
0.9|1.3|1.1|90|IId Miscellaneous lymphoreticular neoplasms|82749431|0-19|All Races|Male and Female|2007
0.3|0.6|0.4|34|IIe Unspecified lymphomas|82749431|0-19|All Races|Male and Female|2007
8.4|9.7|9.0|753|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|82749431|0-19|All Races|Male and Female|2007
8.2|9.5|8.8|734|IVa Neuroblastoma and ganglioneuroblastoma|82749431|0-19|All Races|Male and Female|2007
0.1|0.4|0.2|19|IVb Other peripheral nervous cell tumors|82749431|0-19|All Races|Male and Female|2007
11.7|13.3|12.5|1044|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|82749431|0-19|All Races|Male and Female|2007
4.6|5.5|5.0|415|IXa Rhabdomyosarcomas|82749431|0-19|All Races|Male and Female|2007
1.1|1.7|1.4|117|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|82749431|0-19|All Races|Male and Female|2007
~|~|~|~|IXc Kaposi sarcoma|82749431|0-19|All Races|Male and Female|2007
4.4|5.3|4.8|408|IXd Other specified soft tissue sarcomas|82749431|0-19|All Races|Male and Female|2007
1.0|1.4|1.2|100|IXe Unspecified soft tissue sarcomas|82749431|0-19|All Races|Male and Female|2007
32.8|35.3|34.0|2796|Ia Lymphoid leukemias|82749431|0-19|All Races|Male and Female|2007
7.4|8.6|8.0|666|Ib Acute myeloid leukemias|82749431|0-19|All Races|Male and Female|2007
2.3|3.0|2.6|222|Ic Chronic myeloproliferative diseases|82749431|0-19|All Races|Male and Female|2007
1.2|1.8|1.5|125|Id Myelodysplastic syndrome and other myeloproliferative diseases|82749431|0-19|All Races|Male and Female|2007
0.9|1.4|1.1|92|Ie Unspecified and other specified leukemias|82749431|0-19|All Races|Male and Female|2007
0.2|0.5|0.3|28|Not classified by ICCC|82749431|0-19|All Races|Male and Female|2007
2.9|3.7|3.3|275|V RETINOBLASTOMA|82749431|0-19|All Races|Male and Female|2007
6.3|7.5|6.9|569|VI RENAL TUMORS|82749431|0-19|All Races|Male and Female|2007
2.1|2.8|2.5|206|VII HEPATIC TUMORS|82749431|0-19|All Races|Male and Female|2007
8.2|9.4|8.8|735|VIII MALIGNANT BONE TUMORS|82749431|0-19|All Races|Male and Female|2007
4.3|5.2|4.7|394|VIIIa Osteosarcomas|82749431|0-19|All Races|Male and Female|2007
0.3|0.5|0.4|32|VIIIb Chondrosarcomas|82749431|0-19|All Races|Male and Female|2007
2.7|3.5|3.1|256|VIIIc Ewing tumor and related sarcomas of bone|82749431|0-19|All Races|Male and Female|2007
0.3|0.6|0.4|33|VIIId Other specified malignant bone tumors|82749431|0-19|All Races|Male and Female|2007
0.1|0.4|0.2|20|VIIIe Unspecified malignant bone tumors|82749431|0-19|All Races|Male and Female|2007
1.6|2.2|1.9|155|VIIa Hepatoblastoma and mesenchymal tumors of liver|82749431|0-19|All Races|Male and Female|2007
0.4|0.8|0.6|51|VIIb Hepatic carcinomas|82749431|0-19|All Races|Male and Female|2007
~|~|~|~|VIIc Unspecified malignant hepatic tumors|82749431|0-19|All Races|Male and Female|2007
5.7|6.8|6.2|512|VIa Nephroblastoma and other non-epithelial renal tumors|82749431|0-19|All Races|Male and Female|2007
0.5|0.9|0.7|55|VIb Renal carcinomas|82749431|0-19|All Races|Male and Female|2007
~|~|~|~|VIc Unspecified malignant renal tumors|82749431|0-19|All Races|Male and Female|2007
10.4|11.9|11.1|954|X GERM CELL TUMORS, TROPHOBLASTIC TUMORS AND NEOPLASMS OF GONADS|82749431|0-19|All Races|Male and Female|2007
16.8|18.6|17.7|1522|XI OTHER MALIGNANT EPITHELIAL NEOPLASMS AND MALIGNANT MELANOMAS|82749431|0-19|All Races|Male and Female|2007
0.6|1.0|0.8|70|XII OTHER AND UNSPECIFIED MALIGNANT NEOPLASMS|82749431|0-19|All Races|Male and Female|2007
0.3|0.5|0.4|31|XIIa Other specified malignant tumors|82749431|0-19|All Races|Male and Female|2007
0.3|0.6|0.5|39|XIIb Other unspecified malignant tumors|82749431|0-19|All Races|Male and Female|2007
~|~|~|~|XIa Adrenocortical carcinomas|82749431|0-19|All Races|Male and Female|2007
6.9|8.1|7.5|644|XIb Thyroid carcinomas|82749431|0-19|All Races|Male and Female|2007
0.4|0.8|0.6|51|XIc Nasopharyngeal carcinomas|82749431|0-19|All Races|Male and Female|2007
4.9|5.9|5.4|461|XId Malignant melanomas|82749431|0-19|All Races|Male and Female|2007
~|~|~|~|XIe Skin carcinomas|82749431|0-19|All Races|Male and Female|2007
3.6|4.4|4.0|342|XIf Other and unspecified carcinomas|82749431|0-19|All Races|Male and Female|2007
1.3|1.9|1.6|131|Xa Intracranial and intraspinal germ cell tumors|82749431|0-19|All Races|Male and Female|2007
1.1|1.6|1.4|117|Xb Malignant extracranial and extragonadal germ cell tumors|82749431|0-19|All Races|Male and Female|2007
7.0|8.1|7.5|649|Xc Malignant gonadal germ cell tumors|82749431|0-19|All Races|Male and Female|2007
0.2|0.5|0.4|31|Xd Gonadal carcinomas|82749431|0-19|All Races|Male and Female|2007
0.2|0.4|0.3|26|Xe Other and unspecified malignant gonadal tumors|82749431|0-19|All Races|Male and Female|2007
176.3|182.0|179.1|15038|All ICCC Groups Combined|83118264|0-19|All Races|Male and Female|2008
47.3|50.3|48.8|4054|I LEUKEMIAS, MYELOPROLIFERATIVE AND MYELODYSPLASTIC DISEASES|83118264|0-19|All Races|Male and Female|2008
24.4|26.5|25.4|2151|II LYMPHOMAS AND RETICULOENDOTHELIAL NEOPLASMS|83118264|0-19|All Races|Male and Female|2008
31.3|33.8|32.5|2693|III CNS AND MISCELLANEOUS INTRACRANIAL AND INTRASPINAL NEOPLASMS|83118264|0-19|All Races|Male and Female|2008
2.0|2.7|2.3|195|IIIa Ependymomas and choroid plexus tumor|83118264|0-19|All Races|Male and Female|2008
15.7|17.4|16.5|1370|IIIb Astrocytomas|83118264|0-19|All Races|Male and Female|2008
6.2|7.3|6.7|557|IIIc Intracranial and intraspinal embryonal tumors|83118264|0-19|All Races|Male and Female|2008
5.3|6.3|5.8|479|IIId Other gliomas|83118264|0-19|All Races|Male and Female|2008
0.5|0.9|0.7|60|IIIe Other specified intracranial and intraspinal neoplasms|83118264|0-19|All Races|Male and Female|2008
0.3|0.5|0.4|32|IIIf Unspecified intracranial and intraspinal neoplasms|83118264|0-19|All Races|Male and Female|2008
12.2|13.7|12.9|1104|IIa Hodgkin lymphomas|83118264|0-19|All Races|Male and Female|2008
8.1|9.4|8.7|731|IIb Non-Hodgkin lymphomas (except Burkitt lymphoma)|83118264|0-19|All Races|Male and Female|2008
2.2|2.9|2.6|212|IIc Burkitt lymphoma|83118264|0-19|All Races|Male and Female|2008
0.7|1.2|0.9|78|IId Miscellaneous lymphoreticular neoplasms|83118264|0-19|All Races|Male and Female|2008
0.2|0.5|0.3|26|IIe Unspecified lymphomas|83118264|0-19|All Races|Male and Female|2008
7.8|9.1|8.4|705|IV NEUROBLASTOMA AND OTHER PERIPHERAL NERVOUS CELL TUMORS|83118264|0-19|All Races|Male and Female|2008
7.5|8.7|8.1|676|IVa Neuroblastoma and ganglioneuroblastoma|83118264|0-19|All Races|Male and Female|2008
0.2|0.5|0.3|29|IVb Other peripheral nervous cell tumors|83118264|0-19|All Races|Male and Female|2008
11.5|13.0|12.2|1027|IX SOFT TISSUE AND OTHER EXTRAOSSEOUS SARCOMAS|83118264|0-19|All Races|Male and Female|2008
4.5|5.5|5.0|414|IXa Rhabdomyosarcomas|83118264|0-19|All Races|Male and Female|2008
0.9|1.4|1.2|97|IXb Fibrosarcomas, peripheral nerve sheath tumors and oth fibrous neoplasms|83118264|0-19|All Races|Male and Female|2008
~|~|~|~|IXc Kaposi sarcoma|83118264|0-19|All Races|Male and Female|2008
4.2|5.1|4.6|389|IXd Other specified soft tissue sarcomas|83118264|0-19|All Races|Male and Female|2008
1.2|1.8|1.5|125|IXe Unspecified soft tissue sarcomas|83118264|0-19|All Races|Male and Female|2008
33.6|36.2|34.9|2886|Ia Lymphoid leukemias|83118264|0-19|All Races|Male and Female|2008
7.8|9.1|8.4|707|Ib Acute myeloid leukemias|83118264|0-19|All Races|Male and Female|2008
2.5|3.2|2.8|241|Ic Chronic myeloproliferative diseases|83118264|0-19|All Races|Male and Female|2008
1.3|1.9|1.6|134|Id Myelodysplastic syndrome and other myeloproliferative diseases|83118264|0-19|All Races|Male and Female|2008
0.8|1.3|1.0|86|Ie Unspecified and other specified leukemias|83118264|0-19|All Races|Male and Female|2008
0.3|0.6|0.4|34|Not classified by ICCC|83118264|0-19|All Races|Male and Female|2008
2.8|3.6|3.2|269|V RETINOBLASTOMA|83118264|0-19|All Races|Male and Female|2008
6.6|7.8|7.2|599|VI RENAL TUMORS|83118264|0-19|All Races|Male and Female|2008
